Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
day2_alex_1_92e30b7a	a_	She's noticed me. There's no doubt about that. She wants this as much as I do—or maybe she's just testing me. Either way, I'm not backing down.	game/story_scripts/day2_alex.rpy	593	a_ "[what]"
day2_alex_1_0ff3cbe9		{i}I allowed my gaze to linger on her, taking in every detail, every curve, the way her hair framed her face just right. This was going to be fun, no matter where it led.	game/story_scripts/day2_alex.rpy	594	"[what]"
day2_alex_1_287aef4f	a_	She’s so close I can almost feel her heat through the water. If I’m going to break the ice, I need to keep it light—at least for now.	game/story_scripts/day2_alex.rpy	595	a_ "[what]"
day2_alex_1_6c36f548	a	Did you just finish a workout before coming here? You look like you’ve been keeping busy.	game/story_scripts/day2_alex.rpy	596	a "[what]"
day2_alex_1_44138aaa		{i}She glanced at me, her expression unreadable, but there was a glint in her eye that made my pulse quicken. I couldn’t help but wonder if she was testing me, seeing how far I would go.	game/story_scripts/day2_alex.rpy	597	"[what]"
day2_alex_1_973edab9	i	Just a bit of cardio. I like to keep in shape.	game/story_scripts/day2_alex.rpy	599	i "[what]"
day2_alex_1_7de2d375		{i}Her voice was smooth, almost teasing, and it took everything I had not to let my gaze linger too long on the way her bikini hugged her body.	game/story_scripts/day2_alex.rpy	600	"[what]"
day2_alex_1_8375d2e0	a_	This is it. She’s engaging, and that means she’s interested. Now, I just need to find the right moment to push things further. Daniel won’t know what hit him.	game/story_scripts/day2_alex.rpy	601	a_ "[what]"
day2_alex_1_ac94aed4	a	Cardio, huh? Looks like it’s working for you. You definitely know how to keep things... interesting.	game/story_scripts/day2_alex.rpy	602	a "[what]"
day2_alex_1_ce0b5ff1		{i}Isabella's response to my compliment was smooth, almost effortless, like she was used to receiving them and dishing them out in return	game/story_scripts/day2_alex.rpy	603	"[what]"
day2_alex_1_bcd60c6d	i	You too, Alex,	game/story_scripts/day2_alex.rpy	605	i "[what]"
day2_alex_1_5073e593		{i}She said, her eyes briefly flicking over me, making me feel like I was being appraised. There was a brief pause before she added, 	game/story_scripts/day2_alex.rpy	606	"[what]"
day2_alex_1_cc0f70d4	i	So, how do you know Ava? I didn’t expect this.	game/story_scripts/day2_alex.rpy	607	i "[what]"
day2_alex_1_faba5431	a_	I’ve got to play this right. Keep it light, keep it fun, but make sure she knows I’m interested.	game/story_scripts/day2_alex.rpy	608	a_ "[what]"
day2_alex_1_ec987da7	a	Ava? We go way back. I actually met her through mutual friends a few years ago. She’s one hell of a trainer, that’s for sure. Helps keep me in shape, too.	game/story_scripts/day2_alex.rpy	609	a "[what]"
day2_alex_1_eafc35ad		{i}*I grinned, letting my eyes briefly drop to the water before meeting Isabella’s gaze again.	game/story_scripts/day2_alex.rpy	610	"[what]"
day2_alex_1_bdb1010d	i	She’s been great with me. Really pushes me to my limits, but in a good way.	game/story_scripts/day2_alex.rpy	611	i "[what]"
day2_alex_1_549dae4d		{i}There was something in the way she said it, a hint of a challenge, maybe, or was I imagining it?	game/story_scripts/day2_alex.rpy	612	"[what]"
day2_alex_1_3bd501c2	a_	She’s good at this. But I’ve got to be better.	game/story_scripts/day2_alex.rpy	613	a_ "[what]"
day2_alex_1_666ff94b	a	You’ve clearly been putting in the work. It shows.	game/story_scripts/day2_alex.rpy	614	a "[what]"
day2_alex_1_04e25390		{i}My words were simple, but I made sure my tone was heavy with implication.	game/story_scripts/day2_alex.rpy	616	"[what]"
day2_alex_1_1dd189a2		{i}Her lips curled into a small smile, one that didn’t quite reach her eyes.	game/story_scripts/day2_alex.rpy	617	"[what]"
day2_alex_1_a34ea4e6		{i}It was the kind of smile that said she knew exactly what was happening, but wasn’t going to let on.	game/story_scripts/day2_alex.rpy	618	"[what]"
day2_alex_1_54b69570	a_	This is going well. She’s not backing down, but she’s not making it easy either. Just the way I like it.	game/story_scripts/day2_alex.rpy	619	a_ "[what]"
day2_alex_1_6ab8d44f	i	And you, Alex? What’s your secret? You look like you’ve been keeping busy too.	game/story_scripts/day2_alex.rpy	620	i "[what]"
day2_alex_1_f70de63b	a_	She’s giving me an opening. Time to push a little further.	game/story_scripts/day2_alex.rpy	621	a_ "[what]"
day2_alex_1_34e75596	a	Let’s just say I’ve got my own methods for staying in shape. But I’m always open to new ideas… if you’ve got any tips.	game/story_scripts/day2_alex.rpy	622	a "[what]"
day2_alex_1_229005d3		{i}She didn’t move, but there was a shift in the atmosphere. I could see the way her chest rose and fell with each breath, the way the water rippled against her skin, highlighting every curve.	game/story_scripts/day2_alex.rpy	623	"[what]"
day2_alex_1_68f3752e		{i}I could feel the warmth of her body radiating through the water, so close now that I could almost reach out and touch her.	game/story_scripts/day2_alex.rpy	625	"[what]"
day2_alex_1_f31eb2b7	a_	This is it. No turning back now.	game/story_scripts/day2_alex.rpy	626	a_ "[what]"
day2_alex_1_a541c3e6		{i}I took a small step closer, closing the gap between us. All my focus was on Isabella, on the way her eyes watched me, challenging me to make the next move.	game/story_scripts/day2_alex.rpy	628	"[what]"
day2_alex_1_a42621f0		{i}I could smell her perfume, faint but intoxicating, mingling with the chlorine and making my head spin slightly.	game/story_scripts/day2_alex.rpy	629	"[what]"
day2_alex_1_dc57dd60	a	So, Isabella, 	game/story_scripts/day2_alex.rpy	631	a "[what]"
day2_alex_1_b7b4ec0a		{i}I began, my voice low, almost a whisper.	game/story_scripts/day2_alex.rpy	632	"[what]"
day2_alex_1_389e119e	a	what’s your take on mixing business with pleasure?	game/story_scripts/day2_alex.rpy	633	a "[what]"
day2_alex_1_b8e04b10		{i}She didn’t answer right away, but there was something in her gaze that told me she wasn’t going to back down either.	game/story_scripts/day2_alex.rpy	634	"[what]"
day2_alex_1_70a09861	a_	She’s in this as much as I am. Good.	game/story_scripts/day2_alex.rpy	635	a_ "[what]"
day2_alex_1_9a558db3		{i}Every inch of my skin was aware of Isabella’s closeness, the way her leg had somehow slipped between mine, pressing firmly against my inner thigh.	game/story_scripts/day2_alex.rpy	637	"[what]"
day2_alex_1_bd1cc7fc	a_	She knows exactly what she’s doing. But why isn’t she backing off? Is she testing me, waiting to see how far I’ll go?	game/story_scripts/day2_alex.rpy	638	a_ "[what]"
day2_alex_1_a65b1ae8		{i}I could feel the heat pooling, spreading lower as her thigh brushed against me. The feel of her skin against mine was driving me crazy.	game/story_scripts/day2_alex.rpy	640	"[what]"
day2_alex_1_f5361c3c	a_	I need to stay focused, but damn, she’s making it hard. Literally.	game/story_scripts/day2_alex.rpy	641	a_ "[what]"
day2_alex_1_bcaf90cc		{i}She just stared at me, those eyes revealing nothing. It was infuriating, arousing, and confusing all at once. 	game/story_scripts/day2_alex.rpy	642	"[what]"
day2_alex_1_d6f1e4b5	a_	What are you playing at, Isabella? Why aren’t you giving me anything?	game/story_scripts/day2_alex.rpy	643	a_ "[what]"
day2_alex_1_0228d118		{i}Under the water, her leg stayed where it was, unyielding, almost possessive in the way it pressed against me.	game/story_scripts/day2_alex.rpy	644	"[what]"
day2_alex_1_955345af	a_	God, if she doesn’t move soon, I don’t know if I’ll be able to hold back.	game/story_scripts/day2_alex.rpy	646	a_ "[what]"
day2_alex_1_73aba8b3	a	Isabella	game/story_scripts/day2_alex.rpy	647	a "[what]"
day2_alex_1_d84afa6f		{i}I finally breathed out, my voice low and strained. I wasn’t sure what I was going to say next, or even if I could speak without betraying how much she was getting to me.	game/story_scripts/day2_alex.rpy	648	"[what]"
day2_alex_1_ce0db4c4		{i}But before I could find the words, she shifted slightly, her leg brushing even more firmly against me, and I couldn’t stop the soft groan that escaped my lips.	game/story_scripts/day2_alex.rpy	650	"[what]"
day2_alex_1_94224659	a_	Shit, she definitely heard that. Get a grip, Alex. You’re better than this.	game/story_scripts/day2_alex.rpy	651	a_ "[what]"
day2_alex_1_cc276460	i	Something wrong, Alex?	game/story_scripts/day2_alex.rpy	653	i "[what]"
day2_alex_1_3362c3bb		{i}Her voice was smooth, too smooth, and I knew she was toying with me.	game/story_scripts/day2_alex.rpy	654	"[what]"
day2_alex_1_6dd00509	a_	You want to play games? Fine. But I’m not going to lose.	game/story_scripts/day2_alex.rpy	655	a_ "[what]"
day2_alex_1_9cbdf021	a	Nothing at all, 	game/story_scripts/day2_alex.rpy	656	a "[what]"
day2_alex_1_70f9e602	a	Just... enjoying the moment.	game/story_scripts/day2_alex.rpy	657	a "[what]"
day2_alex_1_d6e18771	a	Isabella, why don’t we stop playing games? Let’s take this somewhere more... private.	game/story_scripts/day2_alex.rpy	658	a "[what]"
day2_alex_1_6b172d41		{i}She didn’t flinch, didn’t hesitate. Instead, she let out a laugh, a sound that felt like a punch to the gut.	game/story_scripts/day2_alex.rpy	661	"[what]"
day2_alex_1_ca1a9dea	i	Oh, Alex... Why would I go to bed with someone like you? A broke, little nobody?	game/story_scripts/day2_alex.rpy	662	i "[what]"
day2_alex_1_ed052577		{i}I felt the sting of her words, but I wasn’t going to let her get away with it.	game/story_scripts/day2_alex.rpy	663	"[what]"
day2_alex_1_55d1f316	a	You were just flirting with me, Isabella. Don’t pretend you didn’t notice. You’re not that innocent.	game/story_scripts/day2_alex.rpy	664	a "[what]"
day2_alex_1_e381bf50	i	Flirting? Sure, I was. But did you actually think it meant something? That’s adorable, Alex.	game/story_scripts/day2_alex.rpy	665	i "[what]"
day2_alex_1_c6d30aa5		{i}I could feel my anger rising, but I kept my voice steady.	game/story_scripts/day2_alex.rpy	666	"[what]"
day2_alex_1_fc1e3976	a	What was the point of all this, then?	game/story_scripts/day2_alex.rpy	667	a "[what]"
day2_alex_1_84532b97	i	Fun, Alex. It was just fun. You got a little close, we shared a moment. That’s all it was. Don’t take it so seriously.	game/story_scripts/day2_alex.rpy	668	i "[what]"
day2_alex_1_93665541		{i}She pushed me back with her foot, that smirk never leaving her face.	game/story_scripts/day2_alex.rpy	670	"[what]"
day2_alex_1_9dfd838b	a	You’re kidding, right? After all that, you’re just going to laugh it off?	game/story_scripts/day2_alex.rpy	672	a "[what]"
day2_alex_1_3d877d43	i	Why not? You enjoyed yourself, didn’t you? No harm done. But let’s be honest—you’re not on my level, Alex. Don’t be mad. It’s just... reality.	game/story_scripts/day2_alex.rpy	673	i "[what]"
day2_alex_1_7a832262	a	You think this is funny? That you can just toy with people and walk away?	game/story_scripts/day2_alex.rpy	674	a "[what]"
day2_alex_1_65cf7c99	i	Entertaining, Alex. Not funny, entertaining. But don’t take it personally. This was just a game, and you knew the stakes when you decided to play.	game/story_scripts/day2_alex.rpy	675	i "[what]"
day2_alex_1_6989e64a		{i}I wanted to lash out, but her calm, dismissive tone only made me feel more powerless.	game/story_scripts/day2_alex.rpy	676	"[what]"
day2_alex_1_0ce8dd78	i	You liked rubbing your dick against my thigh, didn't you?	game/story_scripts/day2_alex.rpy	677	i "[what]"
day2_alex_1_1a699b46	i	But let’s just say... you had your fun. But that’s all you’re going to get from me.	game/story_scripts/day2_alex.rpy	678	i "[what]"
day2_alex_1_abe17693		{i}Her words hung in the air, cold and final. I realized then just how much she’d been in control the whole time.	game/story_scripts/day2_alex.rpy	679	"[what]"
day2_alex_1_a15e3756		{i}As Isabella began to swim away, I followed her, my mind still reeling from our exchange. The water grew shallower until it barely reached our ankles.	game/story_scripts/day2_alex.rpy	681	"[what]"
day2_alex_1_990aa013		{i}I wasn’t about to let her have the last word. I quickened my pace slightly, catching up to her as we walked toward the pool’s edge.	game/story_scripts/day2_alex.rpy	682	"[what]"
day2_alex_1_5b5a17c0	a	So, that was all just a game to you? Nothing real at all?	game/story_scripts/day2_alex.rpy	685	a "[what]"
day2_alex_1_6722348b	i	Oh, come on, Alex. Don’t tell me you actually thought there was something more.	game/story_scripts/day2_alex.rpy	686	i "[what]"
day2_alex_1_10647f9d	a	You’re seriously telling me you didn’t feel anything? Not even a little bit of interest?	game/story_scripts/day2_alex.rpy	687	a "[what]"
day2_alex_1_a4b82c22	i	Interest? Sure, for a moment. But it was fleeting, like a spark that dies out before it can catch fire.	game/story_scripts/day2_alex.rpy	688	i "[what]"
day2_alex_1_16d423ac	i	Besides, why are you so desperate to know? Isn’t your wife enough for you?	game/story_scripts/day2_alex.rpy	689	i "[what]"
day2_alex_1_0293846c		{i}Her question cut deeper than I wanted to admit.	game/story_scripts/day2_alex.rpy	691	"[what]"
day2_alex_1_1bb4a6c5		{i}I struggled to keep my cool, not wanting to give her the satisfaction of knowing she’d hit a nerve.	game/story_scripts/day2_alex.rpy	692	"[what]"
day2_alex_1_59a67f87	a	Emma and I... We have our issues.	game/story_scripts/day2_alex.rpy	693	a "[what]"
day2_alex_1_72e5bf38	a	But this isn’t about her. It’s about what just happened between us. You can’t deny there was something there.	game/story_scripts/day2_alex.rpy	694	a "[what]"
day2_alex_1_21110be8	i	Can’t I? Alex, you need to understand something. What just happened was nothing more than a bit of fun.	game/story_scripts/day2_alex.rpy	696	i "[what]"
day2_alex_1_bd5487b8	i	A distraction, really. But don’t confuse that with something meaningful.	game/story_scripts/day2_alex.rpy	697	i "[what]"
day2_alex_1_d3c1ab11	a	And Daniel? Does he know about your ‘distractions’?	game/story_scripts/day2_alex.rpy	699	a "[what]"
day2_alex_1_e33efb78	i	Daniel gives me what I want. Why should he care if I find amusement elsewhere?	game/story_scripts/day2_alex.rpy	701	i "[what]"
day2_alex_1_54898053	i	As long as I’m happy, he’s content to keep me in the lifestyle I’m accustomed to.	game/story_scripts/day2_alex.rpy	702	i "[what]"
day2_alex_1_63d7e3c5	a_	Her nonchalant attitude toward her marriage started to make things clearer for me.	game/story_scripts/day2_alex.rpy	704	a_ "[what]"
day2_alex_1_5bc71946	a	So, all of this—your marriage, your life with him—it’s just about the money and luxury?	game/story_scripts/day2_alex.rpy	705	a "[what]"
day2_alex_1_8dd83574	i	Why wouldn’t it be? Love is overrated, Alex. It’s a fairy tale. What really matters is security, power.	game/story_scripts/day2_alex.rpy	707	i "[what]"
day2_alex_1_6b7072fc	i	Daniel provides that, and I give him what he needs in return.	game/story_scripts/day2_alex.rpy	708	i "[what]"
day2_alex_1_88ebbf03	a	So that’s all there is for you? No real connection, no emotions, just transactions?	game/story_scripts/day2_alex.rpy	710	a "[what]"
day2_alex_1_4bf6fffa	i	Exactly. It’s efficient. Why waste time on feelings that only complicate things?	game/story_scripts/day2_alex.rpy	712	i "[what]"
day2_alex_1_fa2fe215	a	And what if one day Daniel stops giving you what you want? What then?	game/story_scripts/day2_alex.rpy	714	a "[what]"
day2_alex_1_48bc4044	i	Then I’ll find someone else who can. It’s as simple as that.	game/story_scripts/day2_alex.rpy	716	i "[what]"
day2_alex_1_f3f311ab	i	But let’s not get ahead of ourselves. Daniel knows his role, and I know mine.	game/story_scripts/day2_alex.rpy	717	i "[what]"
day2_alex_1_3d6d4310		{i}Her words left me with a bitter taste in my mouth, but I couldn’t help pressing further.	game/story_scripts/day2_alex.rpy	719	"[what]"
day2_alex_1_9c9aae18	a	You’re really okay with living like this? No love, no real connection? Just... empty transactions?	game/story_scripts/day2_alex.rpy	720	a "[what]"
day2_alex_1_f969b293	i	Empty? Not at all. I’m quite full, actually. Full of everything I could ever want.	game/story_scripts/day2_alex.rpy	722	i "[what]"
day2_alex_1_b6c2289b	i	Love is a luxury for those who can afford to waste time on it.	game/story_scripts/day2_alex.rpy	723	i "[what]"
day2_alex_1_666a64e4	i	I prefer something more tangible. And as for connections, they’re only as valuable as what they bring me.	game/story_scripts/day2_alex.rpy	724	i "[what]"
day2_alex_1_0ef056b7	a	I don’t know how you can live like that, Isabella. It sounds... hollow.	game/story_scripts/day2_alex.rpy	726	a "[what]"
day2_alex_1_5c4a1182	i	Hollow?	game/story_scripts/day2_alex.rpy	728	i "[what]"
day2_alex_1_33693ac7	i	Maybe to you, Alex. But to me, it’s just reality.	game/story_scripts/day2_alex.rpy	729	i "[what]"
day2_alex_1_9f5974e1	i	Now, if you don’t mind, I have better things to do than educate you on how the world really works.	game/story_scripts/day2_alex.rpy	730	i "[what]"
day2_alex_1_6da00b02		{i}She started to walk away, her tone dismissive, but I wasn’t quite done yet.	game/story_scripts/day2_alex.rpy	732	"[what]"
day2_alex_1_2b18986a	a	Is that why you’re with Daniel? Because he can give you everything you want? What happens when someone else offers you more?	game/story_scripts/day2_alex.rpy	733	a "[what]"
day2_alex_1_784d06c9	i	Then Daniel will become a memory, just like anyone else who’s no longer useful to me.	game/story_scripts/day2_alex.rpy	735	i "[what]"
day2_alex_1_ba03ce21	i	But don’t worry, Alex. You’ll have plenty of time to think about what could have been while you’re back to living your little life.	game/story_scripts/day2_alex.rpy	736	i "[what]"
day2_alex_1_77dd5490		{i}Her coldness struck a final blow, and I realized then that there was no point in pursuing this any further.	game/story_scripts/day2_alex.rpy	738	"[what]"
day2_alex_1_43ae5a4c		{i}Isabella was who she was—unapologetically ruthless, and completely uninterested in anything that didn’t serve her needs.	game/story_scripts/day2_alex.rpy	739	"[what]"
day2_alex_1_84b32e57	i	Now, if you’ll excuse me, I’ve got more important things to do than humor your questions.	game/story_scripts/day2_alex.rpy	741	i "[what]"
day2_alex_1_47b897f8		{i}With that, she turned and walked away, leaving me to watch. There was nothing more to say.	game/story_scripts/day2_alex.rpy	742	"[what]"
day2_alex_1_1b7f3769		{i}As Isabella turned to leave, her foot slipped on the wet tiles.	game/story_scripts/day2_alex.rpy	744	"[what]"
day2_alex_1_c21c9fb0		{i}It all seemed to happen in slow motion—the slight gasp escaping her lips, the way her arms flailed as she tried to regain her balance, the inevitable fall backward.	game/story_scripts/day2_alex.rpy	745	"[what]"
day2_alex_1_5c85019b		{i}My instincts kicked in, honed from years of boxing, and I knew before she hit the ground that she was going to get hurt, but not seriously.	game/story_scripts/day2_alex.rpy	746	"[what]"
day2_alex_1_6b285306		{i}In that split second, I had a choice to make: do I reach out and catch her, or let her fall?	game/story_scripts/day2_alex.rpy	754	"[what]"
day2_alex_1_06412418		{i}But a part of me wanted to let her take the hit, to let her feel a fraction of the pain she had just inflicted on my pride.	game/story_scripts/day2_alex.rpy	755	"[what]"
day2_alex_1_fc2ab11a		{i}But another part, the one that still had some decency left, knew that I couldn’t just stand by and do nothing.	game/story_scripts/day2_alex.rpy	756	"[what]"
day2_alex_1_16fc2841	a_	She may have humiliated me, but that doesn’t mean I should let her get hurt.	game/story_scripts/day2_alex.rpy	757	a_ "[what]"
day2_alex_1_01ae538e		{i}My body moved on its own, reflexes taking over, as I reached out to grab her before she could crash to the ground.	game/story_scripts/day2_alex.rpy	758	"[what]"
day2_alex_1_46917148	i	Alex—	game/story_scripts/day2_alex.rpy	759	i "[what]"
day2_alex_1_fe789eb5	a	Looks like fate really wanted you to fall into my arms, huh?	game/story_scripts/day2_alex.rpy	761	a "[what]"
day2_alex_1_53337657		{i}Isabella blinked in surprise, her expression softening as she processed what just happened. Her eyes held a mix of surprise and something else—something I couldn’t quite place yet.	game/story_scripts/day2_alex.rpy	762	"[what]"
day2_alex_1_c576ec6d	i	I didn’t expect you to be so quick... or so strong.	game/story_scripts/day2_alex.rpy	763	i "[what]"
day2_alex_1_ff84c809		{i}Her compliment caught me off guard. Coming from Isabella, someone who rarely gave anyone the satisfaction of praise, it felt oddly gratifying.	game/story_scripts/day2_alex.rpy	764	"[what]"
day2_alex_1_1a0b8b23		{i}She was still in my arms, closer than I ever imagined she’d be. The warmth of her body pressed against mine, her breathing steady as she looked up at me.	game/story_scripts/day2_alex.rpy	765	"[what]"
day2_alex_1_f339cec2	a	Well, if I’d known you’d be this... receptive in my arms, I might’ve tried catching you sooner.	game/story_scripts/day2_alex.rpy	766	a "[what]"
day2_alex_1_87d80fd8		{i}Isabella’s lips curled into a teasing smile, a hint of playfulness glinting in her eyes.	game/story_scripts/day2_alex.rpy	767	"[what]"
day2_alex_1_a18468c8	a_	Isabella’s lips curled into a teasing smile, a hint of playfulness glinting in her eyes.	game/story_scripts/day2_alex.rpy	768	a_ "[what]"
day2_alex_1_b6f817d4	i	Receptive? Don’t get too confident, Alex.	game/story_scripts/day2_alex.rpy	769	i "[what]"
day2_alex_1_55de2deb	i	I might just be enjoying this more than I should, but don’t think for a second that I’m easy to sway.	game/story_scripts/day2_alex.rpy	770	i "[what]"
day2_alex_1_aa101e26	a_	This is Isabella, always keeping me on my toes, always maintaining control. But now, in this moment, she seemed to be letting go of that control just a little.	game/story_scripts/day2_alex.rpy	771	a_ "[what]"
day2_alex_1_c285519f	a	Oh, I wouldn’t dream of it. But I have to admit, you feel pretty perfect in my arms right now.	game/story_scripts/day2_alex.rpy	772	a "[what]"
day2_alex_1_b706be0c		{i}She laughed softly, her eyes never leaving mine. There was a certain lightness in her demeanor, a stark contrast to the icy barrier she usually kept up.	game/story_scripts/day2_alex.rpy	774	"[what]"
day2_alex_1_21c8359b	i	You’ve got a smooth tongue, Alex. But don’t get too used to this. It’s not every day someone gets to hold me like this.	game/story_scripts/day2_alex.rpy	775	i "[what]"
day2_alex_1_55b59298		{i}Her tone was still playful, but there was a sensual undertone that hadn’t been there before. And I was more than willing to play along, as long as she let me.	game/story_scripts/day2_alex.rpy	776	"[what]"
day2_alex_1_da763016	a	I wouldn’t dare take it for granted. But as long as I’ve got you here, I’m going to enjoy every moment.	game/story_scripts/day2_alex.rpy	777	a "[what]"
day2_alex_1_d322080e		{i}Isabella’s smile deepened, and she didn’t pull away. If anything, she seemed to lean in just a little closer, her fingers lightly tracing a pattern on my chest as if considering her next move.	game/story_scripts/day2_alex.rpy	778	"[what]"
day2_alex_1_a24d7bb2	i	Enjoy it while it lasts, then. You’ve earned it... for now.	game/story_scripts/day2_alex.rpy	779	i "[what]"
day2_alex_1_3d5e9388	a	Oh, I intend to. But let’s be honest, you’re enjoying this too.	game/story_scripts/day2_alex.rpy	780	a "[what]"
day2_alex_1_7b816294		{i}She chuckled, her gaze softening even more as she looked up at me, her face inches from mine.	game/story_scripts/day2_alex.rpy	782	"[what]"
day2_alex_1_3a8777ea	i	Maybe I am. But don’t get any ideas, Alex. This is still just a bit of fun.	game/story_scripts/day2_alex.rpy	783	i "[what]"
day2_alex_1_3fc4398c		{i}With that, I gently set her back on her feet, careful to make sure she was steady before letting go.	game/story_scripts/day2_alex.rpy	784	"[what]"
day2_alex_1_46cae690		{i}As much as I wanted to keep her close, I knew this was where the game ended—for now, at least.	game/story_scripts/day2_alex.rpy	786	"[what]"
day2_alex_1_ca4252a8	i	Safe and sound, thanks to you.	game/story_scripts/day2_alex.rpy	788	i "[what]"
day2_alex_1_a4546537	a	Anytime. Just don’t make a habit of falling for me.	game/story_scripts/day2_alex.rpy	790	a "[what]"
day2_alex_1_12d8b034	i	You wish. But I’ll give you this—you’ve got some skills, Alex. Maybe more than I gave you credit for.	game/story_scripts/day2_alex.rpy	792	i "[what]"
day2_alex_1_b6b6f83e	a	What can I say? I guess it was fate that you ended up in my arms.	game/story_scripts/day2_alex.rpy	794	a "[what]"
day2_alex_1_e56ff343	i	Fate? Or maybe just your reflexes? 	game/story_scripts/day2_alex.rpy	796	i "[what]"
day2_alex_1_99a5acef	a	Could be both. Though, I have to say, you fit quite perfectly here. Maybe you should stay a little longer.	game/story_scripts/day2_alex.rpy	798	a "[what]"
day2_alex_1_00e93c83		{i}I let the words hang between us, watching as her smile grew, more playful than before. She didn't pull away; instead, she tilted her head slightly, as if considering the idea.	game/story_scripts/day2_alex.rpy	799	"[what]"
day2_alex_1_b7b687f2	i	You do have a way with words, Alex.	game/story_scripts/day2_alex.rpy	801	i "[what]"
day2_alex_1_2d2fe19d	i	But you know, I was just starting to think that you might have other intentions with all this rescuing.	game/story_scripts/day2_alex.rpy	802	i "[what]"
day2_alex_1_73516aa1	a	Would you blame me if I did?	game/story_scripts/day2_alex.rpy	804	a "[what]"
day2_alex_1_61dfafd6	i	Not really. But don’t get any ideas. I’m not that easily won over.	game/story_scripts/day2_alex.rpy	806	i "[what]"
day2_alex_1_582f9a8c		{i}Her words were firm, but there was a lightness in her tone that hadn't been there earlier. It was like she was enjoying this game, the push and pull between us.	game/story_scripts/day2_alex.rpy	807	"[what]"
day2_alex_1_76383876	a	I wouldn’t dream of it… unless you wanted me to, of course.	game/story_scripts/day2_alex.rpy	809	a "[what]"
day2_alex_1_86ea67d8		{i}Isabella laughed, a soft, melodic sound that echoed in the empty space around the pool.	game/story_scripts/day2_alex.rpy	812	"[what]"
day2_alex_1_f2e2b0ae	i	You’re incorrigible, Alex.	game/story_scripts/day2_alex.rpy	813	i "[what]"
day2_alex_1_c5e8f6fc	a	And you love it.	game/story_scripts/day2_alex.rpy	815	a "[what]"
day2_alex_1_c99e0557		Perhaps. But we both know this is just a bit of fun, right?	game/story_scripts/day2_alex.rpy	817	"[what]"
day2_alex_1_de6308d6	a	Of course. No strings, just enjoying the moment.	game/story_scripts/day2_alex.rpy	819	a "[what]"
day2_alex_1_0494594a		{i}There was a pause, a moment where our gazes locked, and for a second, it felt like there was more between us than just the banter.	game/story_scripts/day2_alex.rpy	820	"[what]"
day2_alex_1_a75c8544		{i}But then, she broke the silence with a smile that was all mischief and charm.	game/story_scripts/day2_alex.rpy	821	"[what]"
day2_alex_1_0a89bb7b	i	Well, I suppose I should thank you for catching me. But how about we get out of these wet clothes and continue this conversation somewhere more comfortable?	game/story_scripts/day2_alex.rpy	823	i "[what]"
day2_alex_1_f0b33e5e	a	Lead the way.	game/story_scripts/day2_alex.rpy	824	a "[what]"
day2_alex_1_97e24a18		{i}With that, she turned, and I followed her, feeling a mix of anticipation and curiosity about where this game would take us next.	game/story_scripts/day2_alex.rpy	826	"[what]"
day2_alex_1_6b285306_1		{i}In that split second, I had a choice to make: do I reach out and catch her, or let her fall?	game/story_scripts/day2_alex.rpy	831	"[what]"
day2_alex_1_06412418_1		{i}But a part of me wanted to let her take the hit, to let her feel a fraction of the pain she had just inflicted on my pride.	game/story_scripts/day2_alex.rpy	832	"[what]"
day2_alex_1_fc2ab11a_1		{i}But another part, the one that still had some decency left, knew that I couldn’t just stand by and do nothing.	game/story_scripts/day2_alex.rpy	833	"[what]"
day2_alex_1_86908ff8		{i}I could see the fall before it happened, and for a split second, I considered reaching out to catch her.	game/story_scripts/day2_alex.rpy	834	"[what]"
day2_alex_1_714dd94e		{i}But then I thought, why not let her taste a bit of humility? Maybe she needs to come down to earth for a moment.	game/story_scripts/day2_alex.rpy	835	"[what]"
day2_alex_1_c2d42351	a_	Isabella is going to be pissed, but she had it coming. Maybe she'll learn not to play games.	game/story_scripts/day2_alex.rpy	836	a_ "[what]"
day2_alex_1_6d9c4538		{i}Isabella hit the ground with a splash, water rippling around her as she landed on the cold tiles of the shallow end.	game/story_scripts/day2_alex.rpy	840	"[what]"
day2_alex_1_cbbe30c3		{i}Her face contorted in pain, and she grimaced, clearly not expecting that outcome.	game/story_scripts/day2_alex.rpy	841	"[what]"
day2_alex_1_f527d060	a	Well, well, well… Seems like you're not quite on my level now, huh?	game/story_scripts/day2_alex.rpy	842	a "[what]"
day2_alex_1_7b56b106		{i}I said, a smirk tugging at the corner of my mouth. The irony was just too good to pass up.	game/story_scripts/day2_alex.rpy	843	"[what]"
day2_alex_1_eae7d654	i	Oh, you think you're so funny, don't you, Alex?	game/story_scripts/day2_alex.rpy	844	i "[what]"
day2_alex_1_365d8b1c		{i}she snapped back, her voice laced with irritation as she tried to compose herself.	game/story_scripts/day2_alex.rpy	845	"[what]"
day2_alex_1_10239f3f		{i}I could see the mix of anger and embarrassment on her face as she struggled to regain her composure.	game/story_scripts/day2_alex.rpy	847	"[what]"
day2_alex_1_222b26c0		{i}Part of me felt a little bad, but another part of me relished the sight. She'd been toying with me all day, and now the tables had turned.	game/story_scripts/day2_alex.rpy	848	"[what]"
day2_alex_1_37ee95ff	a	Hey, just trying to lighten the mood,	game/story_scripts/day2_alex.rpy	849	a "[what]"
day2_alex_1_2622023c		{i}I replied, trying to stifle a laugh but failing miserably.	game/story_scripts/day2_alex.rpy	850	"[what]"
